participant_id,day,session_label,trial_id,input_index,target_char,selected_character,is_error,label,g1,g2,f_down,f_up,t2,t5,t7,hold_ms,offset_ms,dist_px
P05,3,experiment_5,trial_001,1.0,t,t,False,on_time,1781089135688.0,1781089135838.0,1781089136042.0,1781089136189.0,354.0,204.0,150.0,147.0,0.0,133.75876312726712
P05,3,experiment_5,trial_001,2.0,o,o,False,on_time,1781089136438.0,1781089136603.0,1781089137240.0,1781089137372.0,802.0,637.0,165.0,132.0,0.0,83.91664513734914
P05,3,experiment_5,trial_001,3.0,a,a,False,on_time,1781089138340.0,1781089138857.0,1781089138924.0,1781089139038.0,584.0,67.0,517.0,114.0,0.0,400.557754133619
P05,3,experiment_5,trial_001,4.0,s,s,False,on_time,1781089139371.0,1781089140157.0,1781089140206.0,1781089140341.0,835.0,49.0,786.0,135.0,0.0,159.59495133857126
P05,3,experiment_5,trial_001,5.0,t,t,False,on_time,,1781089140723.0,1781089141474.0,1781089141617.0,,751.0,,143.0,0.0,147.4009776608572
P05,3,experiment_5,trial_002,1.0,a,a,False,late,1781089142708.0,1781089142774.0,1781089142792.0,1781089142907.0,84.0,18.0,66.0,115.0,120.0,969.1683894925653
P05,3,experiment_5,trial_002,2.0,l,l,False,on_time,1781089143206.0,1781089143272.0,1781089144242.0,1781089144377.0,1036.0,970.0,66.0,135.0,0.0,100.1900300065713
P05,3,experiment_5,trial_002,3.0,o,o,False,on_time,1781089144808.0,1781089144892.0,1781089145301.0,1781089145428.0,493.0,409.0,84.0,127.0,0.0,272.9924895811838
P05,3,experiment_5,trial_002,4.0,n,n,False,on_time,1781089145693.0,1781089145759.0,1781089146577.0,1781089146710.0,884.0,818.0,66.0,133.0,0.0,149.95353672003495
P05,3,experiment_5,trial_002,5.0,e,e,False,on_time,1781089147075.0,1781089147793.0,1781089147846.0,1781089147995.0,771.0,53.0,718.0,149.0,0.0,54.28039290191381
P05,3,experiment_5,trial_003,1.0,l,l,False,on_time,1781089148560.0,1781089149003.0,1781089149347.0,1781089149479.0,787.0,344.0,443.0,132.0,0.0,278.2757143798768
P05,3,experiment_5,trial_003,2.0,e,e,False,on_time,,1781089149794.0,1781089150315.0,1781089150463.0,,521.0,,148.0,0.0,207.86917661230802
P05,3,experiment_5,trial_003,3.0,a,a,False,on_time,,1781089150775.0,1781089151312.0,1781089151446.0,,537.0,,134.0,0.0,246.44761855915226
P05,3,experiment_5,trial_003,4.0,r,r,False,on_time,,1781089152747.0,1781089153350.0,1781089153497.0,,603.0,,147.0,0.0,257.0279452612317
P05,3,experiment_5,trial_003,5.0,n,n,False,on_time,1781089154865.0,1781089154930.0,1781089155863.0,1781089155981.0,998.0,933.0,65.0,118.0,0.0,98.07685377577285
P05,3,experiment_5,trial_004,1.0,s,s,False,on_time,1781089156931.0,1781089157597.0,1781089157732.0,1781089157849.0,801.0,135.0,666.0,117.0,0.0,259.2225587107031
P05,3,experiment_5,trial_004,2.0,n,n,False,on_time,1781089158131.0,1781089158197.0,1781089158868.0,1781089159017.0,737.0,671.0,66.0,149.0,0.0,206.9376327211944
P05,3,experiment_5,trial_004,3.0,o,o,False,on_time,1781089159429.0,1781089159497.0,1781089159997.0,1781089160201.0,568.0,500.0,68.0,204.0,0.0,136.95649390066532
P05,3,experiment_5,trial_004,4.0,r,r,False,on_time,1781089160982.0,1781089161201.0,1781089161517.0,1781089161633.0,535.0,316.0,219.0,116.0,0.0,35.76679148019089
P05,3,experiment_5,trial_004,5.0,e,e,False,on_time,1781089161916.0,1781089162082.0,1781089162534.0,1781089162670.0,618.0,452.0,166.0,136.0,0.0,208.6189031600468
P05,3,experiment_5,trial_005,1.0,l,l,False,on_time,1781089163417.0,1781089163748.0,1781089163953.0,1781089164068.0,536.0,205.0,331.0,115.0,0.0,205.0352716597474
P05,3,experiment_5,trial_005,2.0,a,a,False,early,1781089164299.0,1781089164367.0,1781089164868.0,1781089165019.0,569.0,501.0,68.0,151.0,-49.0,376.1540454318147
P05,3,experiment_5,trial_005,3.0,t,t,False,on_time,1781089165334.0,1781089165399.0,1781089166035.0,1781089166200.0,701.0,636.0,65.0,165.0,0.0,91.47424788444619
P05,3,experiment_5,trial_005,4.0,e,e,False,on_time,1781089166566.0,1781089166935.0,1781089167001.0,1781089167135.0,435.0,66.0,369.0,134.0,0.0,211.02708707722655
P05,3,experiment_5,trial_005,5.0,r,e,True,on_time,1781089168085.0,1781089168453.0,1781089168570.0,1781089168720.0,485.0,117.0,368.0,150.0,0.0,154.33317258155066
P05,3,experiment_5,trial_006,1.0,a,a,False,on_time,1781089169519.0,1781089169586.0,1781089169890.0,1781089170039.0,371.0,304.0,67.0,149.0,0.0,87.37888753209641
P05,3,experiment_5,trial_006,2.0,l,l,False,on_time,1781089171503.0,1781089171587.0,1781089171956.0,1781089172105.0,453.0,369.0,84.0,149.0,0.0,187.14422262105617
P05,3,experiment_5,trial_006,3.0,e,e,False,on_time,1781089172435.0,1781089172935.0,1781089172956.0,1781089173091.0,521.0,21.0,500.0,135.0,0.0,219.4869190052387
P05,3,experiment_5,trial_006,4.0,r,r,False,on_time,1781089173436.0,1781089173505.0,1781089174039.0,1781089174204.0,603.0,534.0,69.0,165.0,0.0,298.7190601425924
P05,3,experiment_5,trial_006,5.0,t,t,False,on_time,1781089174887.0,1781089175157.0,1781089175738.0,1781089175874.0,851.0,581.0,270.0,136.0,0.0,107.88651413505502
P05,3,experiment_5,trial_007,1.0,s,s,False,on_time,1781089176789.0,1781089176854.0,1781089177572.0,1781089177708.0,783.0,718.0,65.0,136.0,0.0,145.72525627617327
P05,3,experiment_5,trial_007,2.0,t,t,False,on_time,,1781089178204.0,1781089178859.0,1781089179008.0,,655.0,,149.0,0.0,186.95917448314106
P05,3,experiment_5,trial_007,3.0,o,o,False,on_time,1781089179322.0,1781089179441.0,1781089179926.0,1781089180078.0,604.0,485.0,119.0,152.0,0.0,161.55586128592094
P05,3,experiment_5,trial_007,4.0,n,n,False,on_time,1781089180491.0,1781089180641.0,1781089181177.0,1781089181342.0,686.0,536.0,150.0,165.0,0.0,157.01284840556704
P05,3,experiment_5,trial_007,5.0,e,e,False,on_time,1781089181608.0,1781089181675.0,1781089182159.0,1781089182308.0,551.0,484.0,67.0,149.0,0.0,156.36319096266212
P05,3,experiment_5,trial_008,1.0,s,s,False,on_time,1781089182957.0,1781089183094.0,1781089183726.0,1781089183876.0,769.0,632.0,137.0,150.0,0.0,142.03118067642762
P05,3,experiment_5,trial_008,2.0,l,l,False,on_time,,1781089184109.0,1781089184728.0,1781089184878.0,,619.0,,150.0,0.0,128.1599372338827
P05,3,experiment_5,trial_008,3.0,a,a,False,on_time,1781089185226.0,1781089185625.0,1781089185692.0,1781089185847.0,466.0,67.0,399.0,155.0,0.0,185.268326088099
P05,3,experiment_5,trial_008,4.0,t,t,False,on_time,1781089186193.0,1781089186260.0,1781089186996.0,1781089187145.0,803.0,736.0,67.0,149.0,0.0,168.42692798801517
P05,3,experiment_5,trial_008,5.0,e,e,False,on_time,1781089187411.0,1781089187475.0,1781089188079.0,1781089188228.0,668.0,604.0,64.0,149.0,0.0,120.87324137949808
P05,3,experiment_5,trial_009,1.0,s,s,False,on_time,1781089189028.0,1781089189178.0,1781089189746.0,1781089189913.0,718.0,568.0,150.0,167.0,0.0,111.07808899752786
P05,3,experiment_5,trial_009,2.0,t,t,False,on_time,,1781089190347.0,1781089190599.0,1781089190762.0,,252.0,,163.0,0.0,88.75500485651786
P05,3,experiment_5,trial_009,3.0,a,a,False,on_time,1781089191095.0,1781089191595.0,1781089191613.0,1781089191763.0,518.0,18.0,500.0,150.0,0.0,273.45959718377605
P05,3,experiment_5,trial_009,4.0,r,r,False,on_time,1781089194362.0,1781089194595.0,1781089194632.0,1781089194781.0,270.0,37.0,233.0,149.0,0.0,130.82983186997893
P05,3,experiment_5,trial_009,5.0,e,e,False,on_time,,1781089194981.0,1781089195632.0,1781089195797.0,,651.0,,165.0,0.0,170.20846691810848
P05,3,experiment_5,trial_010,1.0,l,l,False,on_time,1781089196432.0,1781089196497.0,1781089197099.0,1781089197266.0,667.0,602.0,65.0,167.0,0.0,146.5885507729656
P05,3,experiment_5,trial_010,2.0,e,e,False,on_time,1781089197398.0,1781089197463.0,1781089197932.0,1781089198099.0,534.0,469.0,65.0,167.0,0.0,149.7811890994708
P05,3,experiment_5,trial_010,3.0,a,a,False,on_time,,1781089198382.0,1781089199067.0,1781089199251.0,,685.0,,184.0,0.0,265.8548281348111
P05,3,experiment_5,trial_010,4.0,s,s,False,on_time,1781089199531.0,1781089199881.0,1781089200084.0,1781089200220.0,553.0,203.0,350.0,136.0,0.0,190.20119745497024
P05,3,experiment_5,trial_010,5.0,t,t,False,on_time,,1781089200531.0,1781089201004.0,1781089201166.0,,473.0,,162.0,0.0,175.67217939136938
P06,1,experiment_1,trial_001,1.0,s,l,True,on_time,1780968678211.0,1780968678376.0,1780968679347.0,1780968679513.0,1136.0,971.0,165.0,166.0,0.0,167.76060576996576
P06,1,experiment_1,trial_001,2.0,t,t,False,on_time,,,1780968682362.0,1780968682512.0,,,,150.0,0.0,334.16346029264093
P06,1,experiment_1,trial_001,3.0,a,l,True,late,,,1780968723349.0,1780968723465.0,,,,116.0,1771.0,1200.9928179318817
P06,1,experiment_1,trial_001,4.0,r,r,False,on_time,,,1780968732386.0,1780968732517.0,,,,131.0,0.0,46.01865293578337
P06,1,experiment_1,trial_001,5.0,e,e,False,on_time,1780968733133.0,1780968733486.0,1780968734403.0,1780968734555.0,1270.0,917.0,353.0,152.0,0.0,224.9706064915511
P06,1,experiment_1,trial_002,1.0,s,s,False,on_time,1780968735935.0,1780968736318.0,1780968737003.0,1780968737138.0,1068.0,685.0,383.0,135.0,0.0,57.21827881205343
P06,1,experiment_1,trial_002,2.0,t,l,True,late,,,1780968767168.0,1780968767318.0,,,,150.0,2486.0,710.6261820662694
P06,1,experiment_1,trial_002,3.0,o,e,True,on_time,1780968771367.0,1780968772019.0,1780968772169.0,,802.0,150.0,652.0,,0.0,263.99087434289316
P06,1,experiment_1,trial_002,4.0,n,n,False,late,1780968773853.0,1780968774201.0,1780968774822.0,,969.0,621.0,348.0,,353.0,558.9273998988923
P06,1,experiment_1,trial_002,5.0,e,e,False,on_time,,,1780968779090.0,,,,,,0.0,219.77611486102145
P06,1,experiment_1,trial_003,1.0,a,a,False,on_time,,,1780968806268.0,,,,,,0.0,192.6389151464129
P06,1,experiment_1,trial_003,2.0,l,l,False,on_time,,1780968806901.0,1780968807585.0,,,684.0,,,0.0,142.70801565553913
P06,1,experiment_1,trial_003,3.0,o,r,True,early,1780968829025.0,1780968829125.0,1780968829993.0,,968.0,868.0,100.0,,-149.0,374.9294496403651
P06,1,experiment_1,trial_003,4.0,n,n,False,on_time,1780968831010.0,1780968831392.0,1780968832088.0,,1078.0,696.0,382.0,,0.0,230.5629425438057
P06,1,experiment_1,trial_003,5.0,e,e,False,on_time,1780968838997.0,1780968839063.0,1780968839714.0,,717.0,651.0,66.0,,0.0,142.97041380163077
P06,1,experiment_1,trial_004,1.0,s,s,False,on_time,,,1780968843736.0,1780968843866.0,,,,130.0,0.0,256.9364181596498
P06,1,experiment_1,trial_004,2.0,l,l,False,on_time,1780968844532.0,1780968844599.0,1780968845322.0,1780968845434.0,790.0,723.0,67.0,112.0,0.0,93.07494352778454
P06,1,experiment_1,trial_004,3.0,a,l,True,late,1780968849253.0,1780968849317.0,1780968849769.0,1780968849869.0,516.0,452.0,64.0,100.0,533.0,1067.6968039937226
P06,1,experiment_1,trial_004,4.0,t,n,True,late,1780968852152.0,1780968852335.0,1780968852420.0,1780968852538.0,268.0,85.0,183.0,118.0,416.0,931.9908671933874
P06,1,experiment_1,trial_004,5.0,e,e,False,late,1780968853086.0,1780968853986.0,1780968854271.0,1780968854354.0,1185.0,285.0,900.0,83.0,96.0,377.946106532303
P06,1,experiment_1,trial_005,1.0,l,l,False,on_time,1780968855837.0,1780968855920.0,1780968856043.0,1780968856141.0,206.0,123.0,83.0,98.0,0.0,203.51114726392325
P06,1,experiment_1,trial_005,2.0,e,l,True,early,1780968856471.0,1780968856720.0,1780968856989.0,1780968857138.0,518.0,269.0,249.0,149.0,-48.0,344.2188726135438
P06,1,experiment_1,trial_005,3.0,a,n,True,late,1780968863424.0,1780968863559.0,1780968863610.0,1780968863841.0,186.0,51.0,135.0,231.0,2187.0,1686.036314210729
P06,1,experiment_1,trial_005,4.0,s,s,False,on_time,,1780968866026.0,1780968867243.0,1780968867379.0,,1217.0,,136.0,0.0,85.72684634073244
P06,1,experiment_1,trial_005,5.0,t,l,True,late,1780968869945.0,1780968870111.0,1780968870145.0,1780968870250.0,200.0,34.0,166.0,105.0,466.0,369.23213894788273
P06,1,experiment_1,trial_006,1.0,t,e,True,early,1780968881099.0,1780968881365.0,1780968881568.0,1780968881753.0,469.0,203.0,266.0,185.0,,1427.331340646329
P06,1,experiment_1,trial_006,2.0,o,a,True,early,,1780968882249.0,1780968882472.0,1780968882616.0,,223.0,,144.0,,684.9981219441327
P06,1,experiment_1,trial_006,3.0,a,t,True,early,1780968890119.0,1780968890303.0,1780968890787.0,1780968890840.0,668.0,484.0,184.0,53.0,-632.0,1582.0491085888848
P06,1,experiment_1,trial_006,4.0,s,s,False,on_time,1780968891936.0,1780968892187.0,1780968892921.0,1780968893039.0,985.0,734.0,251.0,118.0,0.0,203.5633455758902
P06,1,experiment_1,trial_006,5.0,t,t,False,late,,1780968893420.0,1780968894054.0,1780968894173.0,,634.0,,119.0,134.0,317.2025786842413
P06,1,experiment_1,trial_007,1.0,l,l,False,on_time,1780968895122.0,1780968895722.0,1780968895973.0,1780968896125.0,851.0,251.0,600.0,152.0,0.0,101.67720036209055
P06,1,experiment_1,trial_007,2.0,a,a,False,on_time,1780968896423.0,1780968896740.0,1780968897661.0,1780968897776.0,1238.0,921.0,317.0,115.0,0.0,261.38249262766084
P06,1,experiment_1,trial_007,3.0,t,e,True,late,,1780968908443.0,1780968909280.0,1780968909344.0,,837.0,,64.0,5457.0,1193.3851915048335
P06,1,experiment_1,trial_007,4.0,e,e,False,on_time,,,1780968909449.0,1780968909514.0,,,,65.0,0.0,107.10224747320201
P06,1,experiment_1,trial_007,5.0,r,r,False,on_time,1780968911828.0,1780968912046.0,1780968912712.0,1780968912813.0,884.0,666.0,218.0,101.0,0.0,94.7879502445252
P06,1,experiment_1,trial_008,1.0,s,s,False,on_time,1780968914398.0,1780968914913.0,1780968915402.0,1780968915501.0,1004.0,489.0,515.0,99.0,0.0,164.10382611427252
P06,1,experiment_1,trial_008,2.0,n,n,False,on_time,1780968916563.0,1780968916964.0,1780968917149.0,1780968917266.0,586.0,185.0,401.0,117.0,0.0,127.43667178033392
P06,1,experiment_1,trial_008,3.0,o,r,True,late,,1780968924134.0,1780968925368.0,1780968925440.0,,1234.0,,72.0,5320.0,783.5937789713191
P06,1,experiment_1,trial_008,4.0,r,r,False,early,,1780968925418.0,1780968925519.0,1780968925641.0,,101.0,,122.0,-598.0,691.2060449363814
P06,1,experiment_1,trial_008,5.0,e,e,False,on_time,1780968928368.0,1780968928654.0,1780968929672.0,1780968929770.0,1304.0,1018.0,286.0,98.0,0.0,147.37895875226792
P06,1,experiment_1,trial_009,1.0,a,e,True,late,1780968930654.0,1780968930987.0,1780968931321.0,1780968931457.0,667.0,334.0,333.0,136.0,401.0,721.9512340046754
P06,1,experiment_1,trial_009,2.0,l,n,True,late,,1780968932320.0,1780968932722.0,1780968932860.0,,402.0,,138.0,266.0,453.093852754711
P06,1,experiment_1,trial_009,3.0,e,l,True,early,,1780968936289.0,1780968937490.0,1780968937675.0,,1201.0,,185.0,-133.0,294.7108738441579
P06,1,experiment_1,trial_009,4.0,r,l,True,late,1780968939343.0,1780968939507.0,1780968939860.0,1780968939964.0,517.0,353.0,164.0,104.0,536.0,813.5800272147196
P06,1,experiment_1,trial_009,5.0,t,n,True,on_time,1780968941507.0,1780968941575.0,1780968942443.0,1780968942547.0,936.0,868.0,68.0,104.0,0.0,309.32320399689416
P06,1,experiment_1,trial_010,1.0,l,e,True,on_time,1780968944228.0,1780968944309.0,1780968944413.0,1780968944563.0,185.0,104.0,81.0,150.0,0.0,103.23432881110666
P06,1,experiment_1,trial_010,2.0,e,a,True,on_time,1780968944894.0,1780968944960.0,1780968945396.0,1780968945495.0,502.0,436.0,66.0,99.0,0.0,214.62658801262515
P06,1,experiment_1,trial_010,3.0,a,a,False,on_time,,,1780968946264.0,1780968946444.0,,,,180.0,0.0,325.53939338314984
P06,1,experiment_1,trial_010,4.0,r,e,True,on_time,1780968948761.0,1780968949079.0,1780968949531.0,1780968949697.0,770.0,452.0,318.0,166.0,0.0,282.8559491210994
P06,1,experiment_1,trial_010,5.0,n,l,True,late,1780968950232.0,1780968950296.0,1780968950699.0,1780968950829.0,467.0,403.0,64.0,130.0,203.0,465.42344041388833
P06,1,experiment_2,trial_001,1.0,s,l,True,late,1780968958248.0,1780968958350.0,1780968959384.0,1780968959566.0,1136.0,1034.0,102.0,182.0,1136.0,577.1727599674299
P06,1,experiment_2,trial_001,2.0,t,t,False,on_time,1780968964936.0,1780968965318.0,1780968965619.0,1780968965769.0,683.0,301.0,382.0,150.0,0.0,153.95893939774172
P06,1,experiment_2,trial_001,3.0,a,l,True,late,1780968968537.0,1780968968636.0,1780968969106.0,1780968969305.0,569.0,470.0,99.0,199.0,551.0,1154.7926115558425
P06,1,experiment_2,trial_001,4.0,r,r,False,on_time,1780968972022.0,1780968972088.0,1780968972306.0,1780968972473.0,284.0,218.0,66.0,167.0,0.0,216.16512030546068
P06,1,experiment_2,trial_001,5.0,e,a,True,late,1780968976890.0,1780968977190.0,1780968977475.0,1780968977595.0,585.0,285.0,300.0,120.0,319.0,520.3451914828604
P06,1,experiment_2,trial_002,1.0,a,a,False,on_time,,1780968984045.0,1780968984327.0,,,282.0,,,0.0,208.33082118182975
P06,1,experiment_2,trial_002,2.0,l,l,False,on_time,1780968986812.0,1780968987628.0,1780968988050.0,,1238.0,422.0,816.0,,0.0,241.96864878631942
P06,1,experiment_2,trial_002,3.0,e,e,False,on_time,,1780968989745.0,1780968990513.0,,,768.0,,,0.0,61.48120841667054
P06,1,experiment_2,trial_002,4.0,r,l,True,late,1780968999952.0,1780969000033.0,1780969000471.0,,519.0,438.0,81.0,,569.0,577.3150558614009
P06,1,experiment_2,trial_002,5.0,t,l,True,late,1780969001203.0,1780969001753.0,1780969002088.0,,885.0,335.0,550.0,,370.0,1356.6120094208495
P06,1,experiment_2,trial_003,1.0,s,s,False,on_time,1780969003702.0,1780969003936.0,1780969004839.0,1780969004991.0,1137.0,903.0,234.0,152.0,0.0,333.87950783222584
P06,1,experiment_2,trial_003,2.0,t,t,False,on_time,1780969010874.0,1780969011238.0,1780969011507.0,,633.0,269.0,364.0,,0.0,284.3764742534147
P06,1,experiment_2,trial_003,3.0,o,o,False,late,1780969014690.0,1780969014957.0,1780969015361.0,,671.0,404.0,267.0,,37.0,401.86304119158297
P06,1,experiment_2,trial_003,4.0,n,n,False,on_time,1780969016576.0,1780969016642.0,1780969017126.0,,550.0,484.0,66.0,,0.0,60.46864395451416
P06,1,experiment_2,trial_003,5.0,e,e,False,on_time,1780969017143.0,1780969017692.0,1780969018548.0,,1405.0,856.0,549.0,,0.0,224.51053291048098
P06,1,experiment_2,trial_004,1.0,s,l,True,late,1780969020031.0,1780969020143.0,1780969020299.0,1780969020410.0,268.0,156.0,112.0,111.0,307.0,584.3831873694824
P06,1,experiment_2,trial_004,2.0,l,l,False,on_time,1780969021211.0,1780969021710.0,1780969022311.0,,1100.0,601.0,499.0,,0.0,135.33934082997206
P06,1,experiment_2,trial_004,3.0,a,e,True,on_time,1780969022979.0,1780969023127.0,1780969023346.0,,367.0,219.0,148.0,,0.0,251.4107206898227
P06,1,experiment_2,trial_004,4.0,t,e,True,late,1780969031982.0,1780969032047.0,1780969032800.0,,818.0,753.0,65.0,,1369.0,1275.6522165138372
P06,1,experiment_2,trial_004,5.0,e,r,True,on_time,1780969034501.0,1780969034682.0,1780969034819.0,,318.0,137.0,181.0,,0.0,386.10962936512635
P06,1,experiment_2,trial_005,1.0,a,l,True,late,1780969039717.0,1780969039836.0,1780969039940.0,1780969040104.0,223.0,104.0,119.0,164.0,420.0,1110.5626795722317
P06,1,experiment_2,trial_005,2.0,l,l,False,late,1780969040634.0,1780969040801.0,1780969040802.0,1780969040953.0,168.0,1.0,167.0,151.0,267.0,458.21765254690064
P06,1,experiment_2,trial_005,3.0,o,e,True,late,1780969044973.0,1780969045170.0,1780969045474.0,,501.0,304.0,197.0,,3523.0,889.6413646500808
P06,1,experiment_2,trial_005,4.0,n,n,False,on_time,1780969046773.0,1780969046837.0,1780969046971.0,,198.0,134.0,64.0,,0.0,264.07755263853386
P06,1,experiment_2,trial_005,5.0,e,e,False,late,1780969047520.0,1780969047938.0,1780969048008.0,,488.0,70.0,418.0,,104.0,605.3649033993569
P06,1,experiment_2,trial_006,1.0,s,s,False,late,1780969054141.0,1780969054207.0,1780969054392.0,,251.0,185.0,66.0,,200.0,469.04732267016163
P06,1,experiment_2,trial_006,2.0,n,n,False,on_time,1780969055057.0,1780969055257.0,1780969055359.0,,302.0,102.0,200.0,,0.0,258.58070459861693
P06,1,experiment_2,trial_006,3.0,o,l,True,early,1780969059228.0,1780969059393.0,1780969059864.0,,636.0,471.0,165.0,,,1365.070746539791
P06,1,experiment_2,trial_006,4.0,r,s,True,early,1780969062444.0,1780969062594.0,1780969062645.0,,201.0,51.0,150.0,,-168.0,917.4564050651335
P06,1,experiment_2,trial_006,5.0,e,l,True,late,1780969063811.0,1780969064531.0,1780969064815.0,,1004.0,284.0,720.0,,1420.0,779.8767156401856
P06,1,experiment_2,trial_007,1.0,l,e,True,late,1780969065663.0,1780969065735.0,1780969065797.0,1780969065950.0,134.0,62.0,72.0,153.0,134.0,681.3517659749308
P06,1,experiment_2,trial_007,2.0,e,e,False,on_time,1780969066195.0,1780969066263.0,1780969066417.0,1780969066583.0,222.0,154.0,68.0,166.0,0.0,124.48368286184446
P06,1,experiment_2,trial_007,3.0,a,e,True,early,1780969068714.0,1780969069564.0,1780969069782.0,,1068.0,218.0,850.0,,,784.9417153924196
P06,1,experiment_2,trial_007,4.0,s,l,True,late,1780969074684.0,1780969074784.0,1780969075403.0,,719.0,619.0,100.0,,786.0,623.0005240064175
P06,1,experiment_2,trial_007,5.0,t,l,True,late,1780969076884.0,1780969076974.0,1780969077138.0,,254.0,164.0,90.0,,286.0,808.9229984285377
P06,1,experiment_2,trial_008,1.0,l,l,False,on_time,1780969078567.0,1780969078768.0,1780969079469.0,1780969079619.0,902.0,701.0,201.0,150.0,0.0,317.61197043570655
P06,1,experiment_2,trial_008,2.0,a,l,True,late,,1780969080969.0,1780969081856.0,1780969082056.0,,887.0,,200.0,1753.0,1275.0311649372693
P06,1,experiment_2,trial_008,3.0,t,t,False,on_time,1780969086088.0,1780969086321.0,1780969086661.0,,573.0,340.0,233.0,,0.0,184.06278791050312
P06,1,experiment_2,trial_008,4.0,e,l,True,late,1780969087155.0,1780969087272.0,1780969087656.0,,501.0,384.0,117.0,,282.0,403.7962920995646
P06,1,experiment_2,trial_008,5.0,r,r,False,on_time,1780969093358.0,1780969093425.0,1780969094009.0,,651.0,584.0,67.0,,0.0,259.50202323572944
P06,1,experiment_2,trial_009,1.0,l,l,False,on_time,1780969095592.0,1780969095692.0,1780969095761.0,1780969095876.0,169.0,69.0,100.0,115.0,0.0,293.3552636158631
P06,1,experiment_2,trial_009,2.0,e,e,False,on_time,1780969096242.0,1780969096326.0,1780969096810.0,1780969096912.0,568.0,484.0,84.0,102.0,0.0,128.65458517530888
P06,1,experiment_2,trial_009,3.0,a,l,True,late,1780969099997.0,1780969100060.0,1780969100345.0,,348.0,285.0,63.0,,2152.0,1022.2482744351134
P06,1,experiment_2,trial_009,4.0,r,s,True,late,1780969101762.0,1780969101944.0,1780969102095.0,,333.0,151.0,182.0,,380.0,726.2845659339442
P06,1,experiment_2,trial_009,5.0,n,n,False,on_time,1780969103381.0,1780969103462.0,1780969103597.0,,216.0,135.0,81.0,,0.0,108.79378888139709
P06,1,experiment_2,trial_010,1.0,t,t,False,on_time,1780969107263.0,1780969107331.0,1780969107585.0,,322.0,254.0,68.0,,0.0,77.43229133476987
P06,1,experiment_2,trial_010,2.0,o,l,True,late,1780969112416.0,1780969112617.0,1780969112751.0,,335.0,134.0,201.0,,4336.0,1322.5842602616704
P06,1,experiment_2,trial_010,3.0,a,l,True,early,1780969113584.0,1780969113917.0,1780969114551.0,,967.0,634.0,333.0,,,1140.2415528749111
P06,1,experiment_2,trial_010,4.0,s,t,True,on_time,1780969115801.0,1780969115918.0,1780969116786.0,,985.0,868.0,117.0,,0.0,154.3530062862663
P06,1,experiment_2,trial_010,5.0,t,t,False,on_time,1780969117985.0,1780969118436.0,1780969119389.0,,1404.0,953.0,451.0,,0.0,258.8650021291592
P06,1,experiment_3,trial_001,1.0,t,t,False,on_time,1780969124055.0,1780969124254.0,1780969124607.0,1780969124690.0,552.0,353.0,199.0,83.0,0.0,132.51099684900092
P06,1,experiment_3,trial_001,2.0,o,r,True,late,,1780969126439.0,1780969127707.0,1780969127874.0,,1268.0,,167.0,83.0,412.85091794459186
P06,1,experiment_3,trial_001,3.0,a,l,True,early,1780969130175.0,1780969130374.0,1780969130375.0,1780969130559.0,200.0,1.0,199.0,184.0,,1022.5995879606156
P06,1,experiment_3,trial_001,4.0,s,t,True,early,1780969131925.0,1780969132076.0,1780969132578.0,1780969132752.0,653.0,502.0,151.0,174.0,-133.0,509.9197126423099
P06,1,experiment_3,trial_001,5.0,t,t,False,on_time,1780969134626.0,1780969135026.0,1780969135349.0,1780969135460.0,723.0,323.0,400.0,111.0,0.0,74.27737287207948
P06,1,experiment_3,trial_002,1.0,a,e,True,early,,1780969137061.0,1780969138281.0,1780969138378.0,,1220.0,,97.0,,647.0342618418049
P06,1,experiment_3,trial_002,2.0,l,l,False,on_time,1780969139162.0,1780969139362.0,1780969139979.0,1780969140082.0,817.0,617.0,200.0,103.0,0.0,230.18999213046362
P06,1,experiment_3,trial_002,3.0,o,o,False,on_time,1780969140947.0,1780969141345.0,1780969142114.0,1780969142197.0,1167.0,769.0,398.0,83.0,0.0,170.1970721043169
P06,1,experiment_3,trial_002,4.0,n,t,True,on_time,1780969143029.0,1780969143496.0,1780969143681.0,1780969143826.0,652.0,185.0,467.0,145.0,0.0,92.61480828743042
P06,1,experiment_3,trial_002,5.0,e,l,True,late,1780969144665.0,1780969145281.0,1780969145349.0,1780969145501.0,684.0,68.0,616.0,152.0,51.0,386.2419844033161
P06,1,experiment_3,trial_003,1.0,s,s,False,on_time,,1780969147314.0,1780969148337.0,1780969148499.0,,1023.0,,162.0,0.0,83.0775039856889
P06,1,experiment_3,trial_003,2.0,t,l,True,early,1780969151254.0,1780969151850.0,1780969151935.0,1780969152038.0,681.0,85.0,596.0,103.0,,320.1021599783202
P06,1,experiment_3,trial_003,3.0,a,l,True,late,1780969155053.0,1780969155335.0,1780969155341.0,1780969155489.0,288.0,6.0,282.0,148.0,350.0,784.0412049253807
P06,1,experiment_3,trial_003,4.0,r,l,True,early,1780969155936.0,1780969156019.0,1780969156437.0,1780969156573.0,501.0,418.0,83.0,136.0,-135.0,500.05994280478365
P06,1,experiment_3,trial_003,5.0,e,l,True,late,,1780969158539.0,1780969159355.0,1780969159471.0,,816.0,,116.0,365.0,357.5051546768313
P06,1,experiment_3,trial_004,1.0,s,s,False,on_time,1780969161655.0,1780969161888.0,1780969161993.0,1780969162105.0,338.0,105.0,233.0,112.0,0.0,324.8363638509516
